mean_otu_diversity,lon,lat,ai,et0,cities_1,cities_2,cities_3,cities_4,cities_5,cities_6,cities_7,cities_8,cities_9,cities_10,cities_11,cities_12,ports_1,ports_2,ports_3,ports_4,ports_5,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio20,bio21,bio22,bio23,bio24,bio25,bio26,bio27,bio28,bio29,bio30,bio31,bio32,bio33,bio34,bio35,bio36,bio37,bio38,bio39,bio40,biomass,HDI,GDP_per_capita_PPP,popcou,popdens,DTI,APR_Corn_Chlorpyrifos_2020_H,APR_Corn_Chlorpyrifos_2020_L,APR_Corn_Glufosinate_2020_H,APR_Corn_Glufosinate_2020_L,APR_Soybean_Glufosinate_2020_H,APR_Soybean_Glufosinate_2020_L,APR_Soybean_Glyphosate_2020_H,APR_Soybean_Glyphosate_2020_L,bdod,cec,cfvo,clay,nitrogen,ocd,ocs,phh2o,sand,silt,soc,elevation,PFT0,PFT1,PFT2,PFT3,PFT4,PFT5,PFT6,PFT7,PFT8,PFT9,PFT10,PFT11,PFT12,PFT13,PFT14,PFT15,PFT16,PFT17,PFT18,PFT19,PFT20,PFT21,PFT22,PFT23,PFT24,PFT25,PFT26,PFT27,PFT28,PFT29,PFT30,PFT31,PFT32
11.78571429,145.139673,-37.53966,5048,1461,6280,16,5857,577,41,87,38,55,22,13,16,13,31,76,246,76,31,13.8833332,10.3000002,46.3963966,413.4408264,26.8999996,4.6999998,22.2000008,12.9333334,19.0833321,19.0833321,8.8999996,738,73,47,13.7890606,216,150,150,186,147.2034149,224.253006,70.5599976,0.3646308,164.2833099,195.6006927,206.4764557,86.6566544,0.7216046,1.0256184,0.391774,0.3228651,1.0015544,0.4168898,0.420775,0.98273,0.718626,-0.46963,0.879404,-0.709732,0.662722,0,0.8784465,26288.48828,6.8761024,12.1454563,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,37.3199997,0,51.7000008,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,4.3000002,0,0.62,0,6,0
2,-155.25,19.389,10895,1584,12756,12406,731,12413,12364,752,42,109,41,42,731,41,12406,39,102,42,39,17.7791672,11.1416664,73.3004456,139.4381256,25.2999992,10.1000004,15.1999989,16.3999996,19.4500008,19.4500008,16.1166668,1726,314,19,65.9151535,669,107,107,637,,,,,,,,,,,,,,,,,,,,,,22500,0.8900889,41782.57813,0,0,-128,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,117,214,130,375,5062,420,67,57,360,266,520,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-155.249,19.389,10921,1542,12746,12396,721,12403,12354,742,33,100,32,33,721,32,12406,39,102,42,39,17.6208324,10.6416664,72.8881302,134.6621552,24.7999992,10.1999998,14.5999994,16.6666679,19.2333336,19.2333336,16,1685,281,17,64.2512589,659,92,92,606,,,,,,,,,,,,,,,,,,,,,,22500,0.8900889,41782.57813,0,0,-128,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,117,222,124,375,4979,430,66,55,360,265,520,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-155.251,19.389,10895,1584,12756,12406,731,12413,12364,752,42,109,41,42,731,41,12416,49,112,51,49,17.7791672,11.1416664,73.3004456,139.4381256,25.2999992,10.1000004,15.1999989,16.3999996,19.4500008,19.4500008,16.1166668,1726,314,19,65.9151535,669,107,107,637,,,,,,,,,,,,,,,,,,,,,,22500,0.8900889,41782.57813,0,0,-128,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,117,214,130,375,5062,420,67,57,360,266,520,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.829268293,-110.876,44.532,6283,1114,971,534,341,369,308,188,112,118,104,112,188,104,775,785,769,728,728,1.1291667,16.1416664,39.7578011,895.0862427,23.8999996,-16.7000008,40.5999985,-8.3999996,8.25,12.2666664,-9.6166668,700,86,42,25.2894096,236,133,148,233,128.3946228,228.6399994,46.0480995,0.4783751,52.9190865,161.3995209,205.7230072,56.1223373,0.7623047,1.0748504,0.388206,0.3262377,1.0456902,0.4272398,0.4710211,1.0292094,-0.110265,-0.137781,0.428141,-1.4213361,1.542123,7900,0.8325441,34298.5625,0.0140061,0.0228303,2,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,107,217,99,158,4057,450,62,56,448,394,757,2246,0,0,3.4400001,0,0,0,0,0,8.7200003,0,0,0,0,20.9200001,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,6.9000001,0
1.285714286,-110.876,44.531,6283,1114,971,534,341,369,308,188,112,118,104,112,188,104,775,785,769,728,728,1.1291667,16.1416664,39.7578011,895.0862427,23.8999996,-16.7000008,40.5999985,-8.3999996,8.25,12.2666664,-9.6166668,700,86,42,25.2894096,236,133,148,233,128.3946228,228.6399994,46.0480995,0.4783751,52.9190865,161.3995209,205.7230072,56.1223373,0.7623047,1.0748504,0.388206,0.3262377,1.0456902,0.4272398,0.4710211,1.0292094,-0.110265,-0.137781,0.428141,-1.4213361,1.542123,7900,0.8325441,34298.5625,0.0140061,0.0228303,2,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,105,224,99,158,4641,478,58,55,450,392,728,2235,0,0,3.4400001,0,0,0,0,0,8.7200003,0,0,0,0,20.9200001,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,6.9000001,0
0.208333333,-110.875,44.531,6216,1124,970,532,339,367,306,186,110,116,102,110,186,102,773,783,767,726,726,1.1291667,16.1416664,39.7578011,895.0862427,23.8999996,-16.7000008,40.5999985,-8.3999996,8.25,12.2666664,-9.6166668,700,86,42,25.2894096,236,133,148,233,128.3946228,228.6399994,46.0480995,0.4783751,52.9190865,161.3995209,205.7230072,56.1223373,0.7623047,1.0748504,0.388206,0.3262377,1.0456902,0.4272398,0.4710211,1.0292094,-0.110265,-0.137781,0.428141,-1.4213361,1.542123,7900,0.8325441,34298.5625,0.0140061,0.0228303,2,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,105,224,99,158,4641,478,58,55,450,392,728,2226,0,0,3.4400001,0,0,0,0,0,8.7200003,0,0,0,0,20.9200001,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,6.9000001,0
2.666666667,-110.872,44.531,6216,1124,970,532,339,367,306,186,110,116,102,110,186,102,773,783,767,726,726,1.3,16.2166672,39.7467308,900.2802734,24.1000004,-16.7000008,40.8000031,-8.333333,8.4333334,12.4833336,-9.5500002,699,86,42,25.2716656,236,133,148,232,128.3946228,228.6399994,46.0480995,0.4783751,52.9190865,161.3995209,205.7230072,56.1223373,0.7623047,1.0748504,0.388206,0.3262377,1.0456902,0.4272398,0.4710211,1.0292094,-0.110265,-0.137781,0.428141,-1.4213361,1.542123,7900,0.8325441,34298.5625,0.0140061,0.0228303,2,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,105,224,94,176,4090,458,61,56,462,362,766,2220,0,0,3.4400001,0,0,0,0,0,8.7200003,0,0,0,0,20.9200001,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,6.9000001,0
4.083333333,-110.871,44.531,6216,1124,970,532,339,367,306,186,110,116,102,110,186,102,773,783,767,726,726,1.3,16.2166672,39.7467308,900.2802734,24.1000004,-16.7000008,40.8000031,-8.333333,8.4333334,12.4833336,-9.5500002,699,86,42,25.2716656,236,133,148,232,128.3946228,228.6399994,46.0480995,0.4783751,52.9190865,161.3995209,205.7230072,56.1223373,0.7623047,1.0748504,0.388206,0.3262377,1.0456902,0.4272398,0.4710211,1.0292094,-0.110265,-0.137781,0.428141,-1.4213361,1.542123,7900,0.8325441,34298.5625,0.0140061,0.0228303,2,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,105,224,94,176,4090,458,61,56,462,362,766,2220,0,0,3.4400001,0,0,0,0,0,8.7200003,0,0,0,0,20.9200001,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,6.9000001,0
1.156028369,-110.863,44.567,6127,1129,984,551,351,379,317,197,122,128,114,122,197,114,785,795,779,738,738,1.3791667,16.3083324,39.7764206,904.1255493,24.1000004,-16.8999996,41,-8.4333334,8.5500002,12.5,-9.6333332,692,83,40,24.3602409,230,132,150,226,128.3946228,228.6399994,46.0480995,0.4783751,52.9190865,161.3995209,205.7230072,56.1223373,0.7623047,1.0748504,0.388206,0.3262377,1.0456902,0.4272398,0.4710211,1.0292094,-0.110265,-0.137781,0.428141,-1.4213361,1.542123,7900,0.8325441,34298.5625,0.0139961,0.0228303,3,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,114,231,102,203,3821,449,58,60,492,306,633,2198,0,0,9.5999994,0,0,0,0,0,1.7,0,0,63.0200005,0,0,6.6400003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,18.7999992,0
13.7979798,-108.36,39.1,1313,1812,734,213,274,247,266,7,64,23,44,6,7,6,790,786,885,782,782,11.9541664,15.0749998,35.9785194,966.6659546,34.2000008,-7.6999998,41.9000015,18.7000008,0.0333334,24.0166664,0.0333334,238,28,13,23.0503006,76,43,56,43,154.0247803,244.4750061,70.4592972,0.3845687,165.7599182,81.8889542,225.8940735,81.8889542,0.3207788,0.412839,0.193359,0.2384011,0.4025665,0.2133226,0.2133226,0.4032106,-0.043097,-1.063894,0.254891,0.652269,0.494183,3850,0.8891608,37107.94141,239.0900421,383.9871216,1,0.0003864,0.0000437,0.0097314,0.0097314,-1.5,-1.5,-1.5,-1.5,143,143,125,256,2878,275,45,77,354,390,231,1430,0,7.8000002,0,0,0,0,0,0,0,0,71.7600021,0,0,11.4399996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4000006,0.44,0.1,0,0
10.2,-108.28,39.19,1517,1759,739,203,279,245,256,13,70,27,49,11,13,11,797,793,892,789,789,10.8125,15.2249994,35.1616631,999.0680542,34,-9.3000002,43.2999992,17.7166672,-1.5333334,23.2999992,-1.5333334,267,30,16,19.3331032,83,53,63,53,152.9675446,242.7740021,69.9676971,0.3850114,164.467926,84.2574387,221.0119171,81.2958984,0.3530715,0.460715,0.21521,0.2431298,0.4485099,0.2343687,0.2358862,0.4485099,-0.060818,-1.001017,0.312707,0.642264,0.498856,3850,0.8891608,37107.94141,0.7204036,1.3276376,1,0.0003864,0.0000437,0.0097314,0.0097314,-1.5,-1.5,-1.5,-1.5,141,113,209,203,1597,169,34,80,474,323,215,1501,0,10.3999996,0,0,0,0,0,0,0,0,88.0599976,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0
14.4137931,-108.56,39.03,1244,1808,726,226,267,239,279,5,60,15,39,3,5,3,785,780,879,777,777,11.7208328,15.3083334,35.6837616,999.6055298,34.5,-8.3999996,42.9000015,18.6000004,-0.6499999,24.1499996,-0.6499999,225,26,12,22.6565876,71,43,53,43,154.334137,245.522995,70.1719971,0.3872058,175.3120728,84.5800476,226.9743805,81.5920486,0.3064019,0.401692,0.185258,0.2413111,0.3896285,0.2052219,0.2049589,0.3902915,-0.060939,-1.081849,0.256183,0.777635,0.510648,740,0.8891608,37107.94141,19.7154636,33.329361,1,0.0003864,0.0000437,0.0097314,0.0097314,-1.5,-1.5,-1.5,-1.5,140,116,157,213,1337,189,27,79,461,325,106,1417,0,0,0,0,0,0,0,0,0,0,0,0,0,98.6199951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.38,0,0,0
8.466666667,13.033,53.167,7289,788,381,84,203,185,101,170,100,39,56,70,84,39,134,152,164,151,134,8.25,6.9666667,28.2051277,671.3690186,21.7000008,-3,24.7000008,15.0166664,3.4000001,16.583334,0.1833333,575,64,31,21.6778908,183,106,181,123,106.5087814,206.8930054,17.75,0.6402966,190.1938477,69.8540955,185.6426086,31.3463917,0.8097112,1.0401607,0.608962,0.1888615,1.0123426,0.6266456,0.6309199,1.0107322,-0.177746,-0.196866,0.866405,-0.118899,0.004481,7300,0.791648,25455.2832,8.424408,16.3312778,4,-1,-1,-1,-1,-1,-1,-1.5,-1.5,121,0,0,0,0,0,0,0,0,0,667,95,12,59.2400017,0,0,0,0,0,18.8999996,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,1.92,0,1.64,0,5.8000002,0
6.333333333,13.433,53.333,7086,791,418,102,224,127,138,135,87,38,53,40,102,38,152,94,108,117,94,8.1625004,7.1916666,28.8821964,674.2744141,21.8999996,-3,24.8999996,16.5,3.4000001,16.5,-0.0333333,561,65,30,24.9417763,189,101,189,114,107.086647,206.8600006,18.0540009,0.6361886,193.8138428,70.7580795,186.0189972,31.9029694,0.8136421,1.0409067,0.609626,0.1924159,1.0171834,0.6247793,0.6299092,1.0155143,-0.190889,-0.188822,0.891964,-0.072871,0.036582,500,0.8024766,25455.2832,10.7712889,20.9582787,4,-1,-1,-1,-1,-1,-1,-1.5,-1.5,0,0,0,0,0,0,0,0,0,0,0,100,8,21.1599998,0,0,0,0,0,50.2799988,0,0,0,0,0,0,0,0,0,0,0.52,0.36,0,0,0,0,0,0,0,5.04,0,0.94,0,13.6999998,0
8.52,12.7,53.517,6932,826,376,113,232,171,79,179,64,0,38,65535,79,0,86,137,116,115,86,8.6541662,7.3416667,28.9041977,688.4483643,22.7000008,-2.7,25.4000015,17.1833344,3.8166666,17.1833344,0.3166667,572,62,36,17.9845657,179,111,179,127,106.1397934,209.0390015,17.5226002,0.6509069,191.1764679,77.651413,186.4316864,34.3946915,0.8329049,1.0397984,0.643017,0.1639323,1.0156951,0.6704977,0.6717055,1.0059174,-0.167311,-0.217851,0.914775,-0.149996,-0.034262,600,0.791648,25455.2832,45.0728645,210.0305328,4,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,76,19,31.3999996,0,0,0,0,0,0,0,0,0,0,0,6.1799998,0,0,0,6.1199999,0,3.54,0,0,0,0,0,0,0,22.2199993,0,0.78,0,10.8000002,0
7.133333333,13.467,53.333,6837,800,422,97,219,123,136,130,83,40,48,46,97,40,149,89,104,114,89,8.3125,7.1416664,28.7970428,671.8973389,21.8999996,-2.9000001,24.7999992,16.6166668,3.5166667,16.6166668,0.1666666,547,64,29,25.1256733,184,98,184,110,107.086647,206.8600006,18.0540009,0.6361886,193.8138428,70.7580795,186.0189972,31.9029694,0.8136421,1.0409067,0.609626,0.1924159,1.0171834,0.6247793,0.6299092,1.0155143,-0.190889,-0.188822,0.891964,-0.072871,0.036582,7100,0.8024766,25455.2832,5.7684283,20.9582806,4,-1,-1,-1,-1,-1,-1,-1.5,-1.5,127,300,75,109,7413,398,52,59,668,223,754,99,14,54.5600014,0,0,0,0,0,12.1999998,0,0,0,0,0,0,0,0,0,0,0.52,0.28,0,0,0,0,0,0,0,3.76,0,0.96,0,13.6999998,0
6.488888889,13.033,53.1,7144,799,365,70,189,176,87,156,86,39,42,56,70,39,144,145,159,151,144,8.3083334,7.3499999,29.166666,681.3517456,22.1000004,-3.0999999,25.2000008,15.1999998,3.5166667,16.75,0.0666667,571,63,31,21.0541782,181,106,180,123,106.2331619,206.1759949,17.7747002,0.6395578,192.9043121,69.6836624,185.1336975,31.3471928,0.7993043,1.0421126,0.585193,0.2023265,1.0134078,0.6068726,0.6125197,1.0133914,-0.18626,-0.180841,0.849775,-0.086737,0.047813,500,0.8024766,26526.66602,8.4374914,16.3312798,4,-1,-1,-1,-1,-1,-1,-1.5,-1.5,123,284,59,100,5959,477,40,64,773,128,405,81,6,74.5999985,0,0,0,0,0,8.6999998,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,2.3399999,0,1.8799999,0,5.8000002,0
16.25,-79.837,9.166,15342,1684,1578,69,1330,689,70,203,143,76,74,66,69,66,2510,71,98,87,71,26.2999992,5.7333331,73.5042801,68.0908356,30.2999992,22.5,7.7999992,25.7166672,26.4333344,27.2666664,25.583334,2584,426,11,63.2323723,1018,97,509,865,180.9666138,212.2180023,153.1600037,0.0964317,162.2344666,198.957077,202.7602234,157.7919159,1.2287554,1.691703,0.491093,0.3014222,1.5950166,0.6586528,0.8449249,1.4756737,1.150224,1.964218,0.656512,-0.248853,1.452363,0,0.662,10526.5166,20.4565887,27.0481339,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0,0,0,0,0,0,0,0,0,0,0,44,49,0,0,0,41.6599998,0,5.9400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3200001,0,0.5,0,1.5,0
23,-79.836,9.165,15342,1684,1578,69,1330,689,70,203,143,76,74,66,69,66,2510,71,98,87,71,26.2999992,5.7333331,73.5042801,68.0908356,30.2999992,22.5,7.7999992,25.7166672,26.4333344,27.2666664,25.583334,2584,426,11,63.2323723,1018,97,509,865,180.9666138,212.2180023,153.1600037,0.0964317,162.2344666,198.957077,202.7602234,157.7919159,1.2287554,1.691703,0.491093,0.3014222,1.5950166,0.6586528,0.8449249,1.4756737,1.150224,1.964218,0.656512,-0.248853,1.452363,0,0.662,10526.5166,20.4565887,27.0481339,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0,202,145,354,5194,376,56,53,327,319,0,44,49,0,0,0,41.6599998,0,5.9400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3200001,0,0.5,0,1.5,0
17.23809524,-79.829,9.162,14885,1692,1590,81,1343,701,83,216,155,88,86,78,81,78,2522,84,110,100,84,26.4083328,5.75,73.7179565,67.683548,30.3999996,22.6000004,7.7999992,26.75,26.5333328,27.3666668,25.7000008,2519,425,22,61.5240326,937,119,437,889,179.8448029,212.5079956,150.9100037,0.1014171,164.1585388,196.1991577,202.5487671,156.0719299,1.1835568,1.651749,0.349329,0.3594659,1.5711888,0.5216797,0.7564956,1.3948898,1.098848,1.9660341,0.217087,-0.329766,1.406119,0,0.662,13962.96777,15.929822,27.0481339,1,0.0001552,0.0001385,0.0278811,0.0238449,-1.5,-1.5,-1.5,-1.5,109,262,148,350,5086,386,58,54,341,309,715,88,49,0,0,0,41.6599998,0,5.9400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3200001,0,0.5,0,1.5,0
16.75,-79.843,9.187,14577,1693,1668,159,1421,780,161,294,233,167,164,157,159,157,2600,162,189,178,162,26.5499992,5.5999999,73.6842041,64.243866,30.3999996,22.7999992,7.6000004,26.0166664,26.6333332,27.4666672,25.8999996,2468,436,16,65.2335129,1037,125,400,887,180.0537109,212.7960052,151.0200043,0.10116,158.5337677,199.6306152,201.2755432,157.2292328,1.3707025,1.954342,0.635738,0.2712356,1.7415509,0.8070144,1.070196,1.5820856,1.047044,2.673038,0.916256,0.014787,1.690764,12800,0.662,13962.96777,36.952713,151.3385468,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0,0,0,0,0,0,0,0,0,0,0,36,49,0,0,0,41.6599998,0,5.9400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3200001,0,0.5,0,1.5,0
21,-79.836,9.163,15342,1684,1578,69,1330,689,70,203,143,76,74,66,69,66,2510,71,98,87,71,26.2999992,5.7333331,73.5042801,68.0908356,30.2999992,22.5,7.7999992,25.7166672,26.4333344,27.2666664,25.583334,2584,426,11,63.2323723,1018,97,509,865,180.9666138,212.2180023,153.1600037,0.0964317,162.2344666,198.957077,202.7602234,157.7919159,1.2287554,1.691703,0.491093,0.3014222,1.5950166,0.6586528,0.8449249,1.4756737,1.150224,1.964218,0.656512,-0.248853,1.452363,0,0.662,10526.5166,20.4565887,27.0481339,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0,202,145,354,5194,376,56,53,327,319,0,59,49,0,0,0,41.6599998,0,5.9400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3200001,0,0.5,0,1.5,0
27,-79.838,9.163,15342,1684,1578,69,1330,689,70,203,143,76,74,66,69,66,2510,71,98,87,71,26.2999992,5.7333331,73.5042801,68.0908356,30.2999992,22.5,7.7999992,25.7166672,26.4333344,27.2666664,25.583334,2584,426,11,63.2323723,1018,97,509,865,180.9666138,212.2180023,153.1600037,0.0964317,162.2344666,198.957077,202.7602234,157.7919159,1.2287554,1.691703,0.491093,0.3014222,1.5950166,0.6586528,0.8449249,1.4756737,1.150224,1.964218,0.656512,-0.248853,1.452363,0,0.662,10526.5166,20.4565887,27.0481339,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,101,202,145,354,5194,376,56,53,327,319,1041,85,49,0,0,0,41.6599998,0,5.9400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3200001,0,0.5,0,1.5,0
5.666666667,-79.83,9.186,15202,1699,1625,116,1378,736,117,251,190,123,121,113,116,113,2557,118,145,135,118,26.5750008,5.6500001,73.3766174,65.4529724,30.5,22.7999992,7.7000008,26.0166664,26.6666679,27.5,25.8999996,2583,392,16,60.6843605,1025,97,437,906,178.8023987,213.7100067,148,0.1093085,157.7563782,201.1364594,201.2915344,155.1953125,1.3154756,1.8528,0.486289,0.3163306,1.6896628,0.6726819,0.9681492,1.5004264,1.007014,2.512686,0.538255,-0.116933,1.627299,12800,0.662,13962.96777,32.9441147,151.3385315,1,0.0001552,0.0001385,0.0278811,0.0238449,-1.5,-1.5,-1.5,-1.5,0,0,0,0,0,0,0,0,0,0,0,30,49,0,0,0,41.6599998,0,5.9400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3200001,0,0.5,0,1.5,0
11.66666667,-79.841,9.19,15460,1697,1635,126,1387,746,127,260,200,133,131,123,126,123,2567,128,155,144,128,26.5666676,5.6333332,74.1228027,64.889183,30.3999996,22.7999992,7.6000004,26.0166664,26.6499996,27.4833336,25.8999996,2624,434,21,61.6162109,1035,105,431,938,180.0537109,212.7960052,151.0200043,0.10116,158.5337677,199.6306152,201.2755432,157.2292328,1.3707025,1.954342,0.635738,0.2712356,1.7415509,0.8070144,1.070196,1.5820856,1.047044,2.673038,0.916256,0.014787,1.690764,0,0.662,13962.96777,27.7278862,151.3385468,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0,229,120,333,5340,395,59,52,362,305,0,57,49,0,0,0,41.6599998,0,5.9400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3200001,0,0.5,0,1.5,0
25,-79.846,9.191,14577,1693,1668,159,1421,780,161,294,233,167,164,157,159,157,2600,162,189,178,162,26.5499992,5.5999999,73.6842041,64.243866,30.3999996,22.7999992,7.6000004,26.0166664,26.6333332,27.4666672,25.8999996,2468,436,16,65.2335129,1037,125,400,887,180.0537109,212.7960052,151.0200043,0.10116,158.5337677,199.6306152,201.2755432,157.2292328,1.3707025,1.954342,0.635738,0.2712356,1.7415509,0.8070144,1.070196,1.5820856,1.047044,2.673038,0.916256,0.014787,1.690764,0,0.662,13962.96777,36.952713,151.3385468,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0,0,0,0,0,0,0,0,0,0,0,38,49,0,0,0,41.6599998,0,5.9400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3200001,0,0.5,0,1.5,0
5,-79.727,9.119,14775,1693,1526,17,1278,637,18,151,91,24,22,14,17,14,2458,20,60,35,20,26.5916672,6.0333338,74.4855957,68.2519913,30.7000008,22.6000004,8.1000004,25.9833336,26.7166672,27.5499992,25.8666668,2502,330,21,58.592205,945,98,441,823,179.8448029,212.5079956,150.9100037,0.1014171,164.1585388,196.1991577,202.5487671,156.0719299,1.1835568,1.651749,0.349329,0.3594659,1.5711888,0.5216797,0.7564956,1.3948898,1.098848,1.9660341,0.217087,-0.329766,1.406119,12800,0.662,13962.96777,62.5019226,151.3385315,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0,0,0,0,0,0,0,0,0,0,0,29,8,0,0,0,63.0800018,0,24.7399998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1400001,0,0.5,0,1.5,0
16,-79.829,9.14,15120,1698,1616,107,1368,727,108,241,180,114,111,104,107,104,2548,109,136,125,109,26.6083336,5.7833333,73.206749,67.5490799,30.6000004,22.7000008,7.8999996,26.0166664,26.75,27.5666656,25.916666,2568,416,25,61.1028328,1019,93,469,938,179.8448029,212.5079956,150.9100037,0.1014171,164.1585388,196.1991577,202.5487671,156.0719299,1.1835568,1.651749,0.349329,0.3594659,1.5711888,0.5216797,0.7564956,1.3948898,1.098848,1.9660341,0.217087,-0.329766,1.406119,0,0.662,13962.96777,1.3771425,27.0481319,1,0.0001552,0.0001385,0.0278811,0.0238449,-1.5,-1.5,-1.5,-1.5,0,0,0,0,0,0,0,0,0,0,0,37,46,0,0,0,44.7200012,0,5.7999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0.5,0,1.5,0
11,-79.82,9.159,14760,1699,1584,75,1337,695,76,210,149,82,80,72,75,72,2516,77,104,93,77,26.5083332,5.75,73.7179565,67.6835327,30.5,22.7000008,7.7999992,26.8500004,26.6333332,27.4666672,25.7999992,2508,399,25,59.0797272,926,143,540,849,179.8448029,212.5079956,150.9100037,0.1014171,164.1585388,196.1991577,202.5487671,156.0719299,1.1835568,1.651749,0.349329,0.3594659,1.5711888,0.5216797,0.7564956,1.3948898,1.098848,1.9660341,0.217087,-0.329766,1.406119,0,0.662,13962.96777,9.4632692,27.0481339,1,0.0001552,0.0001385,0.0278811,0.0238449,-1.5,-1.5,-1.5,-1.5,108,236,113,367,5863,390,65,54,339,293,936,46,49,0,0,0,41.6599998,0,5.9400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3200001,0,0.5,0,1.5,0
12,-79.87,9.171,14353,1689,1693,184,1445,804,185,318,257,177,168,162,184,162,2625,166,193,202,166,26.5666676,5.6333337,74.1228027,63.3293533,30.3999996,22.7999992,7.6000004,26.8833332,26.6833344,27.4666672,25.916666,2425,404,11,69.8164902,1043,74,509,684,180.0537109,212.7960052,151.0200043,0.10116,158.5337677,199.6306152,201.2755432,157.2292328,1.3707025,1.954342,0.635738,0.2712356,1.7415509,0.8070144,1.070196,1.5820856,1.047044,2.673038,0.916256,0.014787,1.690764,0,0.662,13962.96777,2.4987268,27.0481319,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0,0,0,0,0,0,0,0,0,0,0,33,67,0,0,0,28.5799999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,1.08,0,0.5,0,1.5,0
